book_id,authors,original_publication_year,title,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
242,James Patterson,1993,"Along Came a Spider (Alex Cross, #1)",eng,4.08,311499,4281,10929,61630,118236,122955
243,Stephen King,1987,Misery,en-GB,4.11,334647,4302,12725,64835,128990,141351
244,Gillian Flynn,2006,Sharp Objects,en-US,3.92,207889,4988,17566,81036,147558,103690
245,Katherine Paterson,1977,Bridge to Terabithia,eng,3.98,337644,8287,20081,74409,119504,131193
246,"P.C. Cast, Kristin Cast",2007,"Marked (House of Night, #1)",en-US,3.79,360044,21547,34170,81486,97982,135835
247,Stephen R. Covey,1989,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,en-US,4.05,314700,9038,17041,61036,109359,137410
248,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",1595,A Midsummer Night's Dream,eng,3.94,334241,5598,20498,84388,130051,120975
249,Jonathan Safran Foer,2005,Extremely Loud and Incredibly Close,en-US,3.97,294726,8847,20556,61303,109008,119402
250,R.J. Palacio,2012,Wonder,eng,4.43,228538,4504,7833,34567,105977,224910
251,Dr. Seuss,1957,The Cat in the Hat,eng,4.15,314016,6179,14497,57850,85944,152712
252,Marissa Meyer,2012,"Cinder (The Lunar Chronicles, #1)",eng,4.15,427663,12154,18256,66180,150914,206642
253,"Robert Galbraith, J.K. Rowling",2013,"The Cuckoo's Calling (Cormoran Strike, #1)",en-US,3.83,297712,9729,20151,79290,138955,92370
254,Maggie Stiefvater,2009,"Shiver (The Wolves of Mercy Falls, #1)",eng,3.78,356625,17815,35108,86129,105099,126660
255,"Ayn Rand, Leonard Peikoff",1957,Atlas Shrugged,eng,3.68,283295,30901,27442,53762,78744,105796
256,"Greg Mortenson, David Oliver Relin",2006,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,en-US,3.64,283516,14371,27844,77127,97820,71358
257,"Jane Carruth, Lewis Carroll, Rene Cloke",1865,Alice in Wonderland,eng,4.03,343252,7467,18101,70170,109730,137803
258,"Carlos Ruiz Zafón, Lucia Graves",2001,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",eng,4.24,263685,4789,11769,42214,101612,157170
259,James Dashner,2010,"The Scorch Trials (Maze Runner, #2)",eng,3.93,305643,5525,21370,79458,124458,115496
260,Dale Carnegie,1936,How to Win Friends and Influence People,eng,4.13,282623,6734,13880,50529,94743,139551
261,Frances Mayes,1996,Under the Tuscan Sun,eng,3.72,279264,12008,22882,74910,93439,78597
262,Liane Moriarty,2014,Big Little Lies,eng,4.2,306186,3775,7865,49115,159494,151184
263,Gail Carson Levine,1997,Ella Enchanted,eng,3.97,339117,6619,20066,80272,110568,128224
264,Ernest Hemingway,1926,The Sun Also Rises,en-US,3.83,284988,9602,23682,70004,105785,94044
265,Betty  Smith,1943,A Tree Grows in Brooklyn,eng,4.24,291909,3693,9667,43734,103879,148027
266,James Patterson,1995,"Kiss the Girls (Alex Cross, #2)",eng,3.93,274639,10518,14558,58296,95980,99764
267,Kristin Hannah,2015,The Nightingale,eng,4.54,253606,2829,4913,20612,82844,215817
268,Kazuo Ishiguro,2005,Never Let Me Go,eng,3.8,294123,9081,26036,78203,118163,92144
269,Cecelia Ahern,2003,P.S. I Love You,en-US,4.01,262921,7027,16336,56951,90089,113010
270,"Daphne du Maurier, Sally Beauman",1938,Rebecca,en-US,4.2,177384,4565,10900,49263,112768,152100
271,Daniel Keyes,1966,Flowers for Algernon,en-US,4.07,313044,4223,14882,65106,122462,129526
272,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989,Like Water for Chocolate,en-US,3.94,263199,8887,15941,60147,100011,100483
273,Lisa See,2005,Snow Flower and the Secret Fan,eng,4.05,280475,3268,11286,56005,116178,103923
274,"Mario Puzo, Robert Thompson, Peter Bart",1969,The Godfather,eng,4.36,256480,2930,5985,30009,83730,147732
275,John Green,2006,An Abundance of Katherines,eng,3.63,312754,14225,36867,98115,111740,86477
276,Isaac Asimov,1951,Foundation (Foundation #1),eng,4.13,279688,7697,12471,47251,97583,132586
277,Neil Gaiman,2013,The Ocean at the End of the Lane,eng,3.99,293844,7038,18089,64714,127761,118649
278,Shel Silverstein,1981,A Light in the Attic,eng,4.34,297861,3585,7593,38923,85051,169362
279,"John Tiffany, Jack Thorne, J.K. Rowling",2016,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",eng,3.75,270603,15828,35842,96395,133156,116552
280,Lauren Oliver,2011,"Delirium (Delirium, #1)",eng,3.99,256975,8868,21223,68789,117580,135938
281,John Grisham,1992,The Pelican Brief,eng,3.95,288376,2362,12423,73587,116438,91358
282,Neil Gaiman,2002,Coraline,eng,4.03,316379,7078,15010,67188,126167,128187
283,"Terry Pratchett, Neil Gaiman",1990,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",en-US,4.25,298304,4991,10988,44804,101159,164431
284,Jack Kerouac,1955,On the Road,eng,3.64,246602,13769,31221,70104,88569,74221
285,Graeme Simsion,2013,"The Rosie Project (Don Tillman, #1)",eng,4.01,251703,4544,11558,57792,133951,97664
286,Nicholas Sparks,2008,The Lucky One,en-US,4.1,267166,3661,11792,54208,94613,117049
287,"Ayn Rand, Leonard Peikoff",1943,The Fountainhead,eng,3.85,244545,18158,18720,44131,76424,97543
288,Tom Clancy,1984,"The Hunt for Red October (Jack Ryan Universe, #4)",unknown,4.01,270318,9470,13707,49906,95296,109876
289,Richard Adams,1972,"Watership Down (Watership Down, #1)",eng,4.05,292426,9158,15767,52906,102093,128449
290,Mindy Kaling,2011,Is Everyone Hanging Out Without Me? (And Other Concerns),eng,3.84,290674,6438,18856,81229,117248,89160
291,Abraham Verghese,2009,Cutting for Stone,eng,4.28,258319,4586,9249,32671,91293,143280
292,"C.S. Lewis, Pauline Baynes",1951,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",eng,4.08,306492,2658,12490,69089,112121,128906
293,Robert Louis Stevenson,1882,Treasure Island,eng,3.82,268012,5349,19127,86487,114968,84584
294,Rick Riordan,2011,"The Son of Neptune (The Heroes of Olympus, #2)",eng,4.44,299980,1773,4666,30788,93611,185962
295,Stephen King,2011,11/22/63,eng,4.29,258464,2927,7649,35500,109392,147589
296,Eric Carle,1969,The Very Hungry Caterpillar Board Book,eng,4.29,296952,5801,11214,43549,73389,170575
297,Kurt Vonnegut Jr.,1963,Cat's Cradle,eng,4.18,238940,2701,8491,43680,102441,116840
298,"H.G. Wells, Greg Bear, Carlo Pagetti",1895,The Time Machine,eng,3.87,276076,3570,16119,81773,118129,84139
299,"Todd Burpo, Lynn Vincent",2010,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,eng,4.01,228371,9291,15024,44510,68399,105794
300,John Boyne,2006,The Boy in the Striped Pajamas,eng,4.1,285692,5297,13562,54987,121193,130362
301,Joseph Conrad,1899,Heart of Darkness,eng,3.42,255576,25591,42946,84433,88608,66813
302,Nicholas Sparks,2010,Safe Haven,eng,4.19,255531,3010,9496,45461,91240,125767
303,Rhonda Byrne,2006,"The Secret (The Secret, #1)",eng,3.62,241537,23328,26321,55785,61698,83813
304,Wally Lamb,1998,I Know This Much Is True,eng,4.17,246917,4430,9972,39899,86909,116398
305,Stephen King,1983,Pet Sematary,eng,3.91,256383,4584,17315,73475,102744,95635
306,Wally Lamb,1992,She's Come Undone,en-US,3.84,259576,10224,20064,59412,91423,87801
307,Patrick Rothfuss,2011,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",eng,4.57,245686,1486,4018,17932,66415,192498
308,Sophie Kinsella,2003,Can You Keep a Secret?,en-US,3.83,278747,8003,19319,76244,101810,88425
309,Cassandra Clare,2011,"City of Fallen Angels (The Mortal Instruments, #4)",en-US,4.16,341826,4306,16000,64499,120426,167936
310,Jennifer Weiner,2001,"Good in Bed (Cannie Shapiro, #1)",en-US,3.7,248804,12137,20336,66587,84488,68757
311,Colleen McCullough,1977,The Thorn Birds,eng,4.22,255651,2889,9117,42299,85531,126990
312,"Neil Gaiman, Dave McKean",2008,The Graveyard Book,en-US,4.12,302303,5515,12566,53668,120830,132872
313,M.L. Stedman,2012,The Light Between Oceans,eng,4.0,243526,3432,11985,56557,124430,92030
314,"Cornelia Funke, Anthea Bell",2003,"Inkheart (Inkworld, #1)",en-US,3.86,285011,8524,22966,71494,98625,99805
315,"Spencer Johnson, Kenneth H. Blanchard",1998,Who Moved My Cheese?,eng,3.74,237272,12161,23384,61934,77196,78459
316,Bill Bryson,1997,A Walk in the Woods,eng,4.05,250192,3553,10293,50487,104690,95426
317,Maya Angelou,1969,I Know Why the Caged Bird Sings,en-US,4.19,270859,4969,9937,42472,95531,131539
318,Christina Baker Kline,2013,Orphan Train,eng,4.14,226091,1703,6769,42434,116003,97059
319,Cassandra Clare,2012,"City of Lost Souls (The Mortal Instruments, #5)",eng,4.3,300553,3341,10329,43333,97947,172919
320,Maria Semple,2012,"Where'd You Go, Bernadette",eng,3.9,215453,4080,13047,59489,119361,72176
321,Wilson Rawls,1961,Where the Red Fern Grows,unknown,4.04,268548,6585,15232,53560,89699,115103
322,Neil Gaiman,1996,Neverwhere,eng,4.18,268318,3126,9628,46996,113506,128484
323,"Milan Kundera, Michael Henry Heim",1984,The Unbearable Lightness of Being,eng,4.08,205279,4894,12964,42199,84519,103404
324,Rainbow Rowell,2013,Fangirl,eng,4.12,340379,8626,16973,60097,121431,164603
325,John Irving,1989,A Prayer for Owen Meany,eng,4.22,226964,4679,9761,33669,76223,122120
326,Janet Fitch,1999,White Oleander,eng,3.93,245674,3765,13598,60133,94893,81887
327,Marie Lu,2011,"Legend (Legend, #1)",eng,4.19,299998,5069,11608,48677,106122,146996
328,Jodi Picoult,2007,Nineteen Minutes,eng,4.1,235978,2852,9629,46237,94104,98871
329,"Randy Pausch, Jeffrey Zaslow",2008,The Last Lecture,eng,4.25,241869,3004,8851,35547,76621,124120
330,Robert Jordan,1990,"The Eye of the World (Wheel of Time, #1)",eng,4.18,260184,6163,11298,38946,88024,128552
331,Jodi Picoult,1998,The Pact,en-US,4.0,221225,3586,11789,50494,85430,84060
332,C.S. Lewis,1953,"The Magician's Nephew (Chronicles of Narnia, #6)",eng,4.01,268355,3168,14602,69051,105375,111374
333,Lisa Genova,2007,Still Alice,eng,4.3,223432,1178,4249,28642,96615,114387
334,Sylvia Day,2012,"Reflected in You (Crossfire, #2)",eng,4.33,252564,2923,8651,33911,74587,147536
335,"Roald Dahl, Quentin Blake",1961,James and the Giant Peach,eng,3.99,270402,4235,13199,65762,104078,102463
336,James Patterson,2001,"1st to Die (Women's Murder Club, #1)",en-US,4.05,233984,4464,10087,48616,83796,95465
337,Douglas Adams,1996,The Ultimate Hitchhiker's Guide to the Galaxy,eng,4.37,222842,2657,6328,26431,66655,136349
338,David Nicholls,2009,One Day,eng,3.77,222926,8632,21291,59874,86793,70462
339,"Margaret Wise Brown, Clement Hurd",1947,Goodnight Moon,en-US,4.27,244842,4998,10298,37146,59629,140607
340,Pittacus Lore,2010,"I Am Number Four (Lorien Legacies, #1)",en-US,3.94,253437,6538,17766,58268,90409,97214
342,J.K. Rowling,2012,The Casual Vacancy,eng,3.28,231835,24583,38326,74611,75741,41200
343,John Grisham,1996,The Runaway Jury,eng,3.96,222712,1613,8950,56426,90284,69588
344,David Sedaris,1997,Naked,en-US,4.08,201337,2631,7051,37023,81934,76127
345,Christopher Paolini,2005,"Eldest (The Inheritance Cycle, #2)",en-US,3.96,250000,5483,16680,58948,95907,97041
346,"L. Frank Baum, W.W. Denslow",1900,"The Wonderful Wizard of Oz (Oz, #1)",eng,3.98,247521,4197,13653,65910,95948,99692
347,C.S. Lewis,1951,"Prince Caspian (Chronicles of Narnia, #2)",eng,3.96,250221,2399,12145,68026,101461,89038
348,E. Lockhart,2014,We Were Liars,eng,3.85,273442,9074,22616,68468,102385,96237
349,Stephen King,1975,'Salem's Lot,en-GB,3.99,228680,2713,11724,57171,89196,85556
350,"Hunter S. Thompson, Ralph Steadman",1971,Fear and Loathing in Las Vegas,eng,4.08,232489,4730,11381,42362,84094,99573
351,Cassandra Clare,2011,"Clockwork Prince (The Infernal Devices, #2)",eng,4.46,307994,3420,6235,29508,85633,203223
352,Amy Poehler,2014,Yes Please,eng,3.81,251082,8886,19000,69227,96483,80627
353,William Shakespeare,1603,Othello,eng,3.88,238875,4281,16576,64922,92076,78902
354,Toni Morrison,1987,Beloved,eng,3.77,233825,12441,21409,53863,79915,77470
355,Kristin Cashore,2008,"Graceling (Graceling Realm, #1)",en-CA,4.1,281185,6773,13946,48894,99939,127078
356,"Lemony Snicket, Brett Helquist",1999,"The Bad Beginning (A Series of Unfortunate Events, #1)",eng,3.89,275670,6701,18612,70767,102585,96359
357,"Erich Maria Remarque, A.W. Wheen",1929,All Quiet on the Western Front,en-US,3.92,249113,7646,17740,55908,90874,93621
358,Dr. Seuss,1990,"Oh, The Places You'll Go!",en-US,4.34,257260,3615,8150,33869,63795,150573
359,Khaled Hosseini,2012,And the Mountains Echoed,eng,4.03,199326,2049,9146,45985,93953,77983
360,"Philip K. Dick, Roger Zelazny",1968,Do Androids Dream of Electric Sheep?,eng,4.08,223828,2097,8453,45683,100794,87981
361,"Charles Dickens, George Cruikshank, Philip Horne",1838,Oliver Twist,eng,3.85,230181,4766,15425,65342,96135,71495
362,C.S. Lewis,1942,The Screwtape Letters,eng,4.21,116277,4524,8925,34444,75279,114997
363,Stephanie Perkins,2010,"Anna and the French Kiss (Anna and the French Kiss, #1)",en-US,4.08,259479,10602,14781,46011,84323,129627
364,Dr. Seuss,1957,How the Grinch Stole Christmas!,eng,4.36,250602,3438,7227,32673,63395,149394
365,"Alan Moore, David   Lloyd",1990,V for Vendetta,eng,4.25,210682,3564,6593,29496,73094,107893
366,David McCullough,2001,John Adams,eng,4.05,215780,11255,10372,30772,70601,97127
367,Dean Koontz,2003,"Odd Thomas (Odd Thomas, #1)",eng,3.94,205986,10963,12869,39433,65984,84646
368,Philip Pullman,1997,"The Subtle Knife (His Dark Materials, #2)",eng,4.1,242503,3905,11486,47802,96998,110594
369,Jerry Spinelli,2000,"Stargirl (Stargirl, #1)",eng,3.74,237560,9710,22399,62918,76059,74229
370,Rick Riordan,2010,"The Red Pyramid (Kane Chronicles, #1)",eng,4.06,232791,4565,12571,46486,78216,101051
371,Robert A. Heinlein,1961,Stranger in a Strange Land,eng,3.91,220301,10416,16204,45343,69937,87322
372,David Sedaris,2004,Dress Your Family in Corduroy and Denim,eng,4.08,191923,2483,6620,37230,82749,75165
373,"Roald Dahl, Quentin Blake",1982,The BFG,eng,4.22,245855,2987,7906,42480,86105,124891
374,Bill Bryson,2003,A Short History of Nearly Everything,en-US,4.19,191535,3514,7196,29992,71534,94131
375,Jack London,1903,The Call of the Wild,eng,3.83,223932,6366,16636,62853,90382,72558
376,James Dashner,2011,"The Death Cure (Maze Runner, #3)",eng,3.77,223674,6731,23270,68067,84128,74988
377,Neil Gaiman,1999,Stardust,eng,4.07,237602,2959,10183,52599,109208,102235
378,Jhumpa Lahiri,2003,The Namesake,en-US,3.96,184211,1926,8889,42552,81043,58493
379,Deborah Harkness,2011,"A Discovery of Witches (All Souls Trilogy, #1)",eng,3.99,226622,9304,16503,43523,79322,101083
380,"Haruki Murakami, Jay Rubin",1987,Norwegian Wood,eng,4.02,183988,2927,10416,41293,87041,76140
381,Billie Letts,1995,Where the Heart Is,en-US,4.0,208333,2053,8967,48023,79147,72178
382,"John Green, David Levithan",2010,"Will Grayson, Will Grayson",eng,3.84,236431,8039,18868,60009,87132,80257
383,James Frey,2003,A Million Little Pieces,en-CA,3.62,184241,9619,18950,51504,63727,46131
384,Richelle Mead,2008,"Frostbite (Vampire Academy, #2)",eng,4.3,256745,2851,7224,36392,84199,139399
385,Susan Cain,2012,Quiet: The Power of Introverts in a World That Can't Stop Talking,eng,4.04,202135,5116,10093,39869,82757,83894
386,Scott O'Dell,1960,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",en-CA,3.8,236015,8175,19308,61975,80520,75990
387,"Arthur Miller, Christopher Bigsby",1953,The Crucible,eng,3.55,242980,9010,29173,80661,83304,51094
388,Gary Paulsen,1986,"Hatchet (Brian's Saga, #1)",en-US,3.68,222553,12070,22390,59179,73180,65144
389,Brandon Sanderson,2006,"The Final Empire (Mistborn, #1)",eng,4.43,208944,1783,4008,20554,76611,136037
390,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",1886,The Strange Case of Dr. Jekyll and Mr. Hyde,eng,3.79,223535,2939,16110,76470,100514,63619
391,Dr. Seuss,1971,The Lorax,eng,4.35,226564,3193,6884,29815,57259,133212
392,Jeff Kinney,2004,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",en-US,3.96,254852,10196,18564,53471,69722,111316
393,Sarah J. Maas,2012,"Throne of Glass (Throne of Glass, #1)",eng,4.24,274987,8471,12115,41710,96202,169367
394,Richelle Mead,2008,"Shadow Kiss (Vampire Academy, #3)",en-US,4.37,266742,2876,6532,32789,78293,158473
395,Ernest Hemingway,1940,For Whom the Bell Tolls,eng,3.95,195063,4578,11772,43122,75680,71067
396,Jamie Ford,2009,Hotel on the Corner of Bitter and Sweet,eng,3.98,197294,2345,9368,44408,88468,66747
397,"Patrick Süskind, John E. Woods",1985,Perfume: The Story of a Murderer,eng,4.0,178135,5659,12862,41804,78658,83771
398,Eric Schlosser,2001,Fast Food Nation: The Dark Side of the All-American Meal,eng,3.73,179347,7881,12314,47602,69009,46555
399,J.K. Rowling,2007,The Tales of Beedle the Bard,en-US,4.06,284833,3019,15025,69367,103350,128346
400,William Gibson,1984,Neuromancer,eng,3.88,183878,9313,14728,40328,65376,72672
401,Ernest Hemingway,1929,A Farewell to Arms,en-US,3.79,186613,6224,16181,50604,77096,57418
402,Edgar Allan Poe,1843,The Tell-Tale Heart and Other Writings,en-GB,4.15,195689,2456,6438,33803,70786,84153
404,William Landay,2012,Defending Jacob,eng,3.97,182025,2777,8608,42024,87107,61550
405,Kurt Vonnegut Jr.,1973,Breakfast of Champions,eng,4.08,178154,2137,7189,34421,72558,70872
406,Betty Edwards,1979,The New Drawing on the Right Side of the Brain,en-US,3.84,218264,16846,16544,44024,56358,90678
407,Ann Patchett,2001,Bel Canto,eng,3.92,192330,4523,13395,43193,71190,67955
408,Jared Diamond,1997,"Guns, Germs, and Steel: The Fates of Human Societies",eng,4.0,171558,4352,9752,35299,68549,67491
409,Fannie Flagg,1987,Fried Green Tomatoes at the Whistle Stop Cafe,unknown,4.26,207508,1259,4353,31358,79626,99690
410,Chinua Achebe,1958,"Things Fall Apart (The African Trilogy, #1)",en-US,3.61,199346,9494,22041,59144,74584,48097
411,Sophie Kinsella,2005,The Undomestic Goddess,eng,3.82,200509,4985,13344,56048,75290,59694
412,Gary Chapman,1990,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,en-US,4.23,165675,2672,6275,29306,63108,94077
413,Alexandre Dumas,1844,The Three Musketeers,unknown,4.06,195274,2176,8195,46090,83254,81766
414,Chris Cleave,2008,Little Bee,en-US,3.7,116784,5111,16849,54949,77107,43937
415,Alyson Noel,2009,"Evermore (The Immortals, #1)",en-US,3.59,230031,16941,29301,59174,59075,71213
416,"Roald Dahl, Quentin Blake",1983,The Witches,en-US,4.17,221431,3156,7583,40191,79598,103617
417,Diane Setterfield,2006,The Thirteenth Tale,eng,3.95,213200,4510,12847,49274,85569,76402
418,Richelle Mead,2010,"Spirit Bound (Vampire Academy, #5)",eng,4.37,224247,2755,5907,26981,66097,133336
419,Richelle Mead,2009,"Blood Promise (Vampire Academy, #4)",en-US,4.35,231853,2186,6182,30711,70250,135047
420,Nicholas Sparks,1998,Message in a Bottle,en-US,3.95,185116,4500,11979,44190,59999,71333
421,Paula McLain,2011,The Paris Wife,eng,3.79,191850,3575,12959,53900,89887,47269
422,J.K. Rowling,1998,"Harry Potter Boxset (Harry Potter, #1-7)",eng,4.74,190050,1105,1285,7020,30666,164049
423,Kiera Cass,2013,"The Elite (The Selection, #2)",eng,4.02,234247,4780,15546,53644,91201,104645
424,"Umberto Eco, William Weaver, Seán Barrett",1980,The Name of the Rose,en-US,4.11,200217,4575,10031,36282,79311,94775
425,"Beatrice Sparks, Anonymous",1971,Go Ask Alice,eng,3.77,196677,7940,18269,51957,63188,64200
426,"John Kennedy Toole, Walker Percy",1980,A Confederacy of Dunces,eng,3.89,170776,10993,15078,31369,54306,73645
427,Oscar Wilde,1895,The Importance of Being Earnest,eng,4.17,210630,2127,7457,38513,85492,98667
